country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","03-06-2026 20:00:00",25.560083,87.553265,SO2,21,31,24
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","03-06-2026 20:00:00",26.0881305,87.93840336,PM2.5,95,247,150
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","03-06-2026 20:00:00",26.63086,84.90051,NO2,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB","03-06-2026 20:00:00",25.376776,86.471523,NO2,6,7,7
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","03-06-2026 20:00:00",26.11442,85.39813,PM2.5,76,211,117
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","03-06-2026 20:00:00",26.11442,85.39813,CO,12,64,30
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","03-06-2026 20:00:00",26.1403345,85.3650192,NO2,2,10,6
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","03-06-2026 20:00:00",26.1403345,85.3650192,SO2,3,15,10
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","03-06-2026 20:00:00",25.586562,85.043586,PM10,81,294,129
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","03-06-2026 20:00:00",25.586562,85.043586,NO2,29,35,31
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","03-06-2026 20:00:00",25.586562,85.043586,SO2,6,8,7
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","03-06-2026 20:00:00",25.592539,85.227158,PM10,95,111,103
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","03-06-2026 20:00:00",25.592539,85.227158,NH3,4,7,5
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","03-06-2026 20:00:00",25.592539,85.227158,OZONE,20,89,77
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","03-06-2026 20:00:00",25.251013,86.989001,NO2,10,13,12
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","03-06-2026 20:00:00",25.265194,87.012947,PM2.5,23,217,71
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","03-06-2026 20:00:00",25.265194,87.012947,SO2,NA,NA,NA
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","03-06-2026 20:00:00",25.204762,85.514960,CO,10,84,66
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","03-06-2026 20:00:00",25.204762,85.514960,OZONE,1,3,2
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","03-06-2026 20:00:00",25.567520,83.966379,SO2,29,36,31
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","03-06-2026 20:00:00",25.567520,83.966379,OZONE,6,171,116
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","03-06-2026 20:00:00",24.792403,84.992416,NH3,1,3,1
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","03-06-2026 20:00:00",24.792403,84.992416,CO,25,31,28
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","03-06-2026 20:00:00",24.762518,84.982348,PM10,48,63,54
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","03-06-2026 20:00:00",24.762518,84.982348,NH3,3,4,3
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","03-06-2026 20:00:00",24.762518,84.982348,SO2,7,8,7
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","03-06-2026 20:00:00",24.762518,84.982348,OZONE,18,60,47
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","03-06-2026 20:00:00",25.697189,85.245900,SO2,4,6,6
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","03-06-2026 20:00:00",24.952822,84.002396,CO,20,82,48
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","03-06-2026 20:00:00",26.2271665,84.3570427,PM2.5,8,120,46
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","03-06-2026 20:00:00",26.2271665,84.3570427,SO2,6,10,8
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","03-06-2026 20:00:00",26.2271665,84.3570427,CO,33,110,104
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","03-06-2026 20:00:00",30.735567,76.775714,OZONE,24,96,85
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","03-06-2026 20:00:00",30.719859,76.738637,PM2.5,20,52,35
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","03-06-2026 20:00:00",30.719859,76.738637,CO,26,108,44
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","03-06-2026 20:00:00",21.194815,81.314770,NO2,4,56,25
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","03-06-2026 20:00:00",21.185571,81.343175,CO,20,31,24
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","03-06-2026 20:00:00",21.224231,81.408350,SO2,11,18,14
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","03-06-2026 20:00:00",21.224231,81.408350,CO,1,57,7
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","03-06-2026 20:00:00",21.224231,81.408350,OZONE,8,24,22
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","03-06-2026 20:00:00",16.486692,80.699436,SO2,11,20,16
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","03-06-2026 20:00:00",16.509717,80.612222,PM2.5,54,76,64
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","03-06-2026 20:00:00",16.554731,80.649110,SO2,NA,NA,NA
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-06-2026 20:00:00",17.72,83.3,NO2,15,104,48
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-06-2026 20:00:00",17.72,83.3,SO2,1,29,9
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","03-06-2026 20:00:00",17.72,83.3,OZONE,9,47,31
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","03-06-2026 20:00:00",27.103358,93.679645,PM2.5,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","03-06-2026 20:00:00",26.071318,91.87488,NH3,4,4,4
India,Assam,Guwahati,"IITG, Guwahati - PCBA","03-06-2026 20:00:00",26.2028636,91.70046436,PM10,27,73,50
India,Assam,Guwahati,"IITG, Guwahati - PCBA","03-06-2026 20:00:00",26.2028636,91.70046436,NO2,1,1,1
India,Assam,Guwahati,"IITG, Guwahati - PCBA","03-06-2026 20:00:00",26.2028636,91.70046436,NH3,5,5,5
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","03-06-2026 20:00:00",22.368195,82.746431,NO2,NA,NA,NA
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","03-06-2026 20:00:00",22.348441,82.549611,NH3,NA,NA,NA
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","03-06-2026 20:00:00",22.126650,83.483212,PM2.5,14,69,33
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","03-06-2026 20:00:00",22.126650,83.483212,OZONE,3,62,49
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","03-06-2026 20:00:00",22.1910172,83.5197009,SO2,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","03-06-2026 20:00:00",21.258815,81.578979,NO2,10,15,12
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","03-06-2026 20:00:00",21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","03-06-2026 20:00:00",21.237755,81.705301,CO,6,56,13
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","03-06-2026 20:00:00",21.371751,81.664929,NH3,3,3,3
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","03-06-2026 20:00:00",22.06631475,83.33820077,NO2,28,100,49
India,Bihar,Patna,"Muradpur, Patna - BSPCB","03-06-2026 20:00:00",25.619651,85.147382,SO2,11,13,12
India,Bihar,Patna,"Samanpura, Patna - BSPCB","03-06-2026 20:00:00",25.596727,85.085624,PM2.5,45,122,75
India,Bihar,Patna,"Samanpura, Patna - BSPCB","03-06-2026 20:00:00",25.596727,85.085624,NH3,4,6,5
India,Bihar,Patna,"Samanpura, Patna - BSPCB","03-06-2026 20:00:00",25.596727,85.085624,OZONE,22,70,37
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","03-06-2026 20:00:00",25.366336,87.117468,NO2,4,7,6
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","03-06-2026 20:00:00",25.366336,87.117468,NH3,2,2,2
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","03-06-2026 20:00:00",25.892357,86.590325,SO2,6,18,15
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","03-06-2026 20:00:00",25.859655,85.77944,CO,NA,NA,NA
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","03-06-2026 20:00:00",25.859655,85.77944,OZONE,7,12,8
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","03-06-2026 20:00:00",24.952822,84.002396,PM10,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","03-06-2026 20:00:00",24.952822,84.002396,NO2,1,8,3
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","03-06-2026 20:00:00",22.06631475,83.33820077,CO,18,60,33
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","03-06-2026 20:00:00",22.06631475,83.33820077,OZONE,50,193,156
India,Delhi,Delhi,"Alipur, Delhi - DPCC","03-06-2026 20:00:00",28.815329,77.153010,NH3,7,14,11
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","03-06-2026 20:00:00",28.647622,77.3158090,NO2,29,88,54
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","03-06-2026 20:00:00",28.647622,77.3158090,NH3,6,11,8
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","03-06-2026 20:00:00",28.695381,77.181665,NO2,12,85,37
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","03-06-2026 20:00:00",28.695381,77.181665,CO,19,58,28
India,Delhi,Delhi,"Bawana, Delhi - DPCC","03-06-2026 20:00:00",28.776200,77.051074,CO,17,58,24
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","03-06-2026 20:00:00",28.7256504,77.2011573,PM10,87,146,120
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","03-06-2026 20:00:00",26.10887,91.589544,CO,11,48,41
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","03-06-2026 20:00:00",26.349082,92.68449,NO2,NA,NA,NA
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","03-06-2026 20:00:00",26.446912,91.439057,NO2,1,15,14
India,Assam,Silchar,"Tarapur, Silchar - PCBA","03-06-2026 20:00:00",24.82827,92.79525,OZONE,2,6,3
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","03-06-2026 20:00:00",26.987634,94.636574,PM10,33,47,39
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","03-06-2026 20:00:00",26.987634,94.636574,OZONE,14,68,61
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","03-06-2026 20:00:00",25.42742023,86.13886079,PM10,60,147,96
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","03-06-2026 20:00:00",25.42742023,86.13886079,NO2,11,17,13
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","03-06-2026 20:00:00",16.5150833,80.5181667,NH3,1,31,4
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","03-06-2026 20:00:00",13.204880,79.097889,OZONE,52,70,65
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB","03-06-2026 20:00:00",16.711754,81.092095,NH3,2,5,3
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","03-06-2026 20:00:00",16.316553,80.413302,PM2.5,63,95,80
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","03-06-2026 20:00:00",16.316553,80.413302,PM10,58,87,72
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","03-06-2026 20:00:00",16.316553,80.413302,OZONE,37,60,47
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","03-06-2026 20:00:00",16.186555,81.13219,NO2,7,33,15
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","03-06-2026 20:00:00",13.67,79.35,SO2,1,8,5
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","03-06-2026 20:00:00",16.536107,80.594233,NO2,16,24,21
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","03-06-2026 20:00:00",16.536107,80.594233,OZONE,20,47,34
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","03-06-2026 20:00:00",16.486692,80.699436,PM2.5,61,87,68
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","03-06-2026 20:00:00",29.966942,76.875879,SO2,2,3,3
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","03-06-2026 20:00:00",29.966942,76.875879,CO,12,28,17
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","03-06-2026 20:00:00",27.9002,76.9938,PM2.5,30,360,70
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","03-06-2026 20:00:00",27.9002,76.9938,NO2,19,23,21
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","03-06-2026 20:00:00",28.360699,76.936090,PM10,52,105,85
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","03-06-2026 20:00:00",28.360699,76.936090,NH3,7,17,13
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","03-06-2026 20:00:00",28.360699,76.936090,OZONE,10,49,30
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","03-06-2026 20:00:00",28.060249,76.113115,PM10,26,80,54
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","03-06-2026 20:00:00",28.060249,76.113115,NO2,23,38,26
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","03-06-2026 20:00:00",28.1485564,77.3320667,PM10,81,86,83
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","03-06-2026 20:00:00",28.1485564,77.3320667,CO,22,110,81
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","03-06-2026 20:00:00",28.3153,76.9143,NO2,22,38,26
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","03-06-2026 20:00:00",28.3153,76.9143,NH3,17,49,25
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","03-06-2026 20:00:00",29.432304,76.972765,CO,12,42,33
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","03-06-2026 20:00:00",28.52123,76.37138,NO2,6,9,8
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","03-06-2026 20:00:00",28.52123,76.37138,CO,18,40,24
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","03-06-2026 20:00:00",29.536400,75.015800,SO2,3,57,13
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","03-06-2026 20:00:00",29.536400,75.015800,CO,74,103,84
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","03-06-2026 20:00:00",29.536400,75.015800,OZONE,13,174,100
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","03-06-2026 20:00:00",29.027200,77.062100,PM2.5,101,114,108
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","03-06-2026 20:00:00",29.027200,77.062100,NH3,10,10,10
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","03-06-2026 20:00:00",28.732820,77.170633,NO2,23,106,56
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","03-06-2026 20:00:00",28.732820,77.170633,CO,36,71,40
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","03-06-2026 20:00:00",28.732820,77.170633,OZONE,3,60,52
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","03-06-2026 20:00:00",28.580280,77.233829,PM2.5,50,157,85
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","03-06-2026 20:00:00",28.580280,77.233829,NH3,12,52,21
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","03-06-2026 20:00:00",28.611281,77.237738,PM2.5,30,123,72
India,Delhi,Delhi,"Mundka, Delhi - DPCC","03-06-2026 20:00:00",28.684678,77.076574,PM2.5,45,163,92
India,Delhi,Delhi,"Mundka, Delhi - DPCC","03-06-2026 20:00:00",28.684678,77.076574,NH3,7,13,10
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","03-06-2026 20:00:00",28.60909,77.0325413,PM2.5,25,324,125
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","03-06-2026 20:00:00","28.594004 ","76.909423 ",PM2.5,59,151,105
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","03-06-2026 20:00:00","28.594004 ","76.909423 ",SO2,34,38,36
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","03-06-2026 20:00:00","28.594004 ","76.909423 ",OZONE,8,228,180
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","03-06-2026 20:00:00",28.570173,76.933762,PM2.5,48,143,76
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","03-06-2026 20:00:00",28.570173,76.933762,PM10,89,173,116
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","03-06-2026 20:00:00",28.570173,76.933762,NO2,20,76,38
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","03-06-2026 20:00:00",28.567890,77.250515,PM2.5,20,250,95
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","03-06-2026 20:00:00",28.567890,77.250515,PM10,103,263,144
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","03-06-2026 20:00:00",28.567890,77.250515,SO2,14,46,21
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","03-06-2026 20:00:00",28.567890,77.250515,OZONE,5,119,89
India,Delhi,Delhi,"DTU, Delhi - CPCB","03-06-2026 20:00:00",28.7500499,77.1112615,NO2,7,8,7
India,Delhi,Delhi,"DTU, Delhi - CPCB","03-06-2026 20:00:00",28.7500499,77.1112615,CO,26,55,30
India,Delhi,Delhi,"DTU, Delhi - CPCB","03-06-2026 20:00:00",28.7500499,77.1112615,OZONE,18,31,23
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","03-06-2026 20:00:00",28.498571,77.264840,NO2,7,63,27
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","03-06-2026 20:00:00",28.498571,77.264840,OZONE,16,142,101
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","03-06-2026 20:00:00",28.5710274,77.0719006,PM2.5,45,311,94
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","03-06-2026 20:00:00",28.5710274,77.0719006,NH3,10,16,14
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","03-06-2026 20:00:00",28.5710274,77.0719006,SO2,8,23,18
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","03-06-2026 20:00:00",28.6811736,77.3025234,PM10,67,124,100
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","03-06-2026 20:00:00",28.542460,77.191651,CO,34,99,42
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM","03-06-2026 20:00:00",28.5918245,77.2273074,NO2,10,35,21
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM","03-06-2026 20:00:00",28.5918245,77.2273074,OZONE,7,290,201
India,Delhi,Delhi,"ITO, Delhi - CPCB","03-06-2026 20:00:00",28.628624,77.241060,PM2.5,59,174,93
India,Delhi,Delhi,"ITO, Delhi - CPCB","03-06-2026 20:00:00",28.628624,77.241060,PM10,82,143,121
India,Delhi,Delhi,"ITO, Delhi - CPCB","03-06-2026 20:00:00",28.628624,77.241060,NH3,3,6,4
India,Delhi,Delhi,"JNU, Delhi - DPCC","03-06-2026 20:00:00","28.540721 ","77.168544 ",SO2,1,27,15
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","03-06-2026 20:00:00",28.531346,77.190156,PM2.5,55,243,96
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","03-06-2026 20:00:00",28.531346,77.190156,NO2,24,99,46
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","03-06-2026 20:00:00",28.621810,77.1944633,PM10,NA,NA,NA
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","03-06-2026 20:00:00",28.621810,77.1944633,NO2,10,43,19
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","03-06-2026 20:00:00",28.672342,77.315260,PM10,95,191,140
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","03-06-2026 20:00:00",28.672342,77.315260,NO2,36,108,67
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","03-06-2026 20:00:00",28.672342,77.315260,CO,70,100,76
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","03-06-2026 20:00:00",28.699793,77.165453,NO2,24,77,48
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","03-06-2026 20:00:00",28.699793,77.165453,SO2,9,13,11
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","03-06-2026 20:00:00",23.107969,72.574648,SO2,2,9,6
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","03-06-2026 20:00:00",22.977134,72.553024,SO2,21,67,38
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","03-06-2026 20:00:00",23.002657,72.591912,SO2,11,104,68
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","03-06-2026 20:00:00",23.020509,72.579261,PM2.5,29,80,47
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","03-06-2026 20:00:00",23.016834,72.625775,NO2,8,61,30
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","03-06-2026 20:00:00",28.6701,76.9254,PM10,102,123,110
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","03-06-2026 20:00:00",28.6701,76.9254,NH3,12,13,13
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","03-06-2026 20:00:00",28.3419248,77.319699,PM2.5,26,320,116
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","03-06-2026 20:00:00",28.806223,76.141105,OZONE,10,18,14
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","03-06-2026 20:00:00",28.593883,76.270653,PM10,55,157,92
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","03-06-2026 20:00:00",28.206800,76.799700,NO2,15,52,36
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","03-06-2026 20:00:00",28.206800,76.799700,SO2,7,17,11
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","03-06-2026 20:00:00",28.39072,77.30059,PM2.5,165,174,171
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","03-06-2026 20:00:00",28.39072,77.30059,NO2,24,27,25
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","03-06-2026 20:00:00",28.39072,77.30059,NH3,11,12,11
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","03-06-2026 20:00:00",28.376058,77.315741,NH3,10,10,10
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","03-06-2026 20:00:00",28.376058,77.315741,SO2,6,12,9
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","03-06-2026 20:00:00",28.4417,77.3217,PM10,153,188,166
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","03-06-2026 20:00:00",28.4417,77.3217,NH3,11,12,11
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","03-06-2026 20:00:00",29.503664,75.467934,CO,36,42,37
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM","03-06-2026 20:00:00",28.422681,77.148944,NO2,10,26,14
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","03-06-2026 20:00:00",28.4227,77.0667,NO2,4,10,6
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","03-06-2026 20:00:00",28.4275,77.1465,CO,4,5,5
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","03-06-2026 20:00:00",28.4501238,77.0263051,CO,34,111,90
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","03-06-2026 20:00:00",29.140560,75.744941,PM2.5,78,124,91
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","03-06-2026 20:00:00",29.140560,75.744941,CO,48,74,50
India,Haryana,Jind,"Police Lines, Jind - HSPCB","03-06-2026 20:00:00",29.307814,76.337619,PM10,52,173,109
India,Haryana,Jind,"Police Lines, Jind - HSPCB","03-06-2026 20:00:00",29.307814,76.337619,SO2,1,3,1
India,Haryana,Jind,"Police Lines, Jind - HSPCB","03-06-2026 20:00:00",29.307814,76.337619,OZONE,16,54,45
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","03-06-2026 20:00:00",23.041137,72.456691,NO2,8,39,17
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","03-06-2026 20:00:00",23.023389,72.515201,NO2,12,15,15
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","03-06-2026 20:00:00",23.023389,72.515201,CO,2,64,30
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","03-06-2026 20:00:00",23.076793,72.627874,PM2.5,35,98,58
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","03-06-2026 20:00:00",23.076793,72.627874,CO,30,54,34
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","03-06-2026 20:00:00",21.613267,73.010555,PM2.5,51,90,70
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","03-06-2026 20:00:00",21.613267,73.010555,PM10,66,97,79
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","03-06-2026 20:00:00",21.613267,73.010555,OZONE,10,34,24
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","03-06-2026 20:00:00",21.755417,72.139056,PM10,48,376,104
